geohash,estaciones_sitp_100,estaciones_sitp_200,estaciones_sitp_500,estaciones_tm_100,estaciones_tm_200,estaciones_tm_500,supermarkets_100,supermarkets_200,supermarkets_500
d2g6f1pk,0,6,16,0,0,0,0,0,0
d2g6dv41,0,2,17,0,0,1,0,1,8
d2g6g6k7,0,2,32,0,0,0,0,3,8
d2g6dzd5,0,1,7,0,0,1,0,2,6
d2g6czwn,1,2,13,0,0,2,0,0,2
d2g66ywk,0,0,0,0,0,0,0,0,0
d2g66ts9,0,4,33,0,0,2,2,8,30
d2g6dgsv,0,2,15,0,0,0,0,3,15
d2g6g018,0,0,22,0,0,0,0,0,2
d2g6e5tt,2,2,17,0,0,0,0,1,5
d2g6g925,0,0,13,0,0,0,0,0,0
d2g6fbz8,0,4,11,0,0,0,0,0,2
d2g6dcjc,1,3,19,0,0,0,0,0,5
d2g6fdkb,0,1,9,0,0,0,0,0,3
d2g6e4h0,0,2,10,0,0,0,0,0,1
d2g6dbu7,1,4,19,0,0,0,0,0,5
d2g6g4gz,0,0,11,0,0,0,0,0,14
d2g66yxr,0,0,0,0,0,0,0,0,0
d2g6dbpb,0,0,5,0,0,0,0,0,0
d2g6dufq,0,2,14,0,0,1,0,1,7
d2g63pty,0,1,5,0,0,0,0,0,4
d2g6f7hj,0,4,11,0,0,1,0,0,6
d2g6e5gf,1,2,22,0,0,0,1,2,6
d2g6e54z,1,1,16,0,0,0,0,0,5
d2g6g336,0,0,8,0,0,0,0,1,3
d2g6fde2,0,4,7,0,0,0,0,1,2
d2g6e1d0,0,5,12,0,0,0,0,0,1
d2g6dxuk,2,2,11,0,0,0,0,1,2
d2g741u8,1,4,13,0,0,0,0,0,1
d2g6c9zj,1,3,16,0,0,0,0,1,10
d2g6fwrb,1,5,23,0,0,0,0,0,2
d2g6c8hj,0,3,14,0,0,2,0,5,18
d2g6fy57,1,2,15,0,0,0,1,1,7
d2g66rkw,0,1,23,0,0,1,1,3,23
d2g6du9c,0,1,13,0,1,1,0,3,7
d2g64mxm,0,2,19,0,0,2,1,4,23
d2g6dcx1,0,0,20,0,0,0,1,2,5
d2g6eqh3,0,0,18,0,0,0,0,0,4
d2g60htt,1,3,18,0,0,1,0,0,2
d2g6g68w,0,0,17,0,0,0,0,1,7
d2g6fuxn,0,2,12,0,0,2,2,3,12
d2g62t2v,1,3,17,0,0,0,0,1,1
d2g718e5,1,5,33,0,0,0,0,0,7
d2g6dge2,0,2,15,0,0,0,0,0,7
d2g6e45s,0,4,12,0,0,0,0,0,1
d2g6dgfy,1,1,9,0,0,0,0,0,7
d2g6g3x8,0,0,17,0,0,0,0,0,0
d2g6ejx5,0,1,24,0,0,0,0,1,4
d2g6ehfu,0,2,27,0,0,0,0,0,3
d2g6g33m,0,0,11,0,0,0,0,1,3
d2g6e1fc,1,4,14,0,0,0,0,1,1
d2g6dg7t,1,2,16,0,0,0,0,1,8
d2g6ghw2,0,1,13,0,0,0,0,1,13
d2g6e492,0,0,14,0,0,0,0,0,6
d2g6fwfj,0,2,11,0,0,0,0,0,5
d2g6eppf,0,2,12,0,0,0,0,1,8
d2g6g6fh,1,3,17,0,0,0,1,3,11
d2g6enr4,2,3,17,0,0,0,0,1,4
d2g6ejzf,0,1,28,0,0,0,1,2,4
d2g6dfzu,2,3,12,0,0,0,0,3,12
d2g6et05,0,0,0,0,0,0,0,0,0
d2g6dg0s,0,2,10,0,1,2,0,1,4
d2g66sqj,2,4,27,0,0,0,0,1,16
d2g6e104,0,4,13,0,0,0,0,0,2
d2g635te,0,1,5,0,0,0,0,1,5
d2g71f89,0,0,5,0,0,0,0,0,4
d2g6f6vs,0,3,16,0,0,1,1,2,11
d2g6g7mw,0,0,21,0,0,0,1,1,7
d2g3c3xg,1,4,22,0,0,0,0,0,0
d2g6ftmf,0,2,11,0,0,0,0,0,1
d2g6cbur,2,2,17,0,0,0,0,0,25
d2g6erjf,0,2,19,0,0,0,0,0,11
d2g6e543,0,1,16,0,0,0,0,0,3
d2g6e124,0,4,13,0,0,0,0,0,3
d2g6df2e,0,4,16,0,0,2,4,4,12
d2g60vu1,0,5,25,0,0,0,0,0,7
d2g6emgm,0,0,20,0,0,0,0,1,4
d2g6ejgf,0,2,20,0,0,0,0,0,3
d2g69x27,0,3,28,0,0,0,0,1,8
d2g6e5et,1,2,26,0,0,0,0,1,6
d2g6e4de,0,0,15,0,0,0,0,0,3
d2g6f7hx,1,4,11,0,1,1,0,0,9
d2g6g3md,5,8,32,0,0,0,0,1,2
d2g6ejuu,0,3,19,0,0,0,0,0,4
d2g6dueb,0,2,20,0,0,1,1,1,13
d2g6g6r4,0,2,19,0,0,0,0,0,4
d2g6e525,0,4,17,0,0,0,1,3,15
d2g6dbt7,0,4,16,0,0,0,0,0,2
d2g6g7dz,1,4,16,0,0,0,0,1,12
d2g6g4kr,0,2,5,0,0,0,0,0,0
d2g6e4n4,2,4,4,0,0,0,0,0,0
d2g6e4jk,2,4,11,0,0,0,0,0,0
d2g6g352,2,3,19,0,0,0,0,1,5
d2g6g0uz,0,2,7,0,0,0,0,0,3
d2g6en50,0,2,22,0,0,0,0,0,4
d2g6gx8y,1,2,27,0,0,0,0,1,3
d2g6e465,0,3,14,0,0,0,0,0,4
d2g6en17,0,7,17,0,0,0,2,3,4
d2g757j9,1,4,33,0,0,0,1,4,22
d2g6fz3q,2,5,17,0,0,0,0,4,7
d2g757hy,2,3,37,0,0,0,2,7,19
d2g62m46,2,6,34,0,0,0,0,0,1
d2g6eq8q,1,2,28,0,0,0,0,0,4
d2g6g06n,1,3,20,0,0,0,0,0,2
d2g6ej3m,1,3,22,0,0,0,0,0,6
d2g6dg9v,0,1,10,0,0,1,0,0,6
d2g6enxy,2,4,25,0,0,0,0,0,6
d2g66wx8,2,8,32,0,0,0,1,4,26
d2g6dvur,0,1,11,0,0,1,0,0,5
d2g64xf0,1,3,18,0,0,1,1,5,10
d2g6gju8,0,1,14,0,0,0,0,1,4
d2g61m80,2,4,21,0,0,0,0,3,18
d2g6futk,1,2,6,0,1,2,1,2,15
d2g6dgne,0,1,21,0,0,0,1,2,16
d2g6dyrq,0,1,17,0,0,0,0,3,8
d2g7590x,2,5,16,0,0,0,1,1,2
d2g6g4px,1,1,5,0,0,0,0,0,0
d2g6e1d6,0,3,14,0,0,0,0,0,1
d2g6fzf5,0,4,20,0,0,0,0,1,9
d2g6gmkd,1,4,22,0,0,0,0,2,6
d2g7590x,2,5,16,0,0,0,1,1,2
d2g66z2c,1,5,36,0,0,0,1,1,10
d2g66z2c,1,5,36,0,0,0,1,1,10
d2g6erv8,5,6,24,0,0,0,1,4,12
d2g66z2c,1,5,36,0,0,0,1,1,10
d2g66zx5,0,0,0,0,0,0,0,0,0
d2g6dchc,1,3,20,0,0,0,0,0,7
d2g6dy9k,0,2,4,0,0,2,1,2,8
d2g6erdj,2,4,18,0,0,0,0,0,8
d2g66y6z,0,0,19,0,0,0,1,1,2
d2g74bkn,1,2,17,0,0,0,1,1,14
d2g6df99,0,2,18,0,0,1,0,4,14
d2g66z2c,1,5,36,0,0,0,1,1,10
d2g66z32,0,9,37,0,0,0,0,1,9
d2g6g7r4,2,4,12,0,0,0,0,0,5
d2g6ghbd,0,2,16,0,0,2,0,1,9
d2g6fgzb,0,1,12,0,0,1,0,0,18
d2g61tm9,2,6,23,0,0,1,0,3,17
d2g6enfq,2,6,18,0,0,0,0,2,9
d2g7590x,2,5,16,0,0,0,1,1,2
d2g7590x,2,5,16,0,0,0,1,1,2
d2g66z2c,1,5,36,0,0,0,1,1,10
d2g66z2c,1,5,36,0,0,0,1,1,10
d2g6dcuz,0,4,19,0,0,0,1,2,13
d2g6dy9k,0,2,4,0,0,2,1,2,8
d2g6dbwp,0,4,15,0,0,0,0,0,2
d2g6enfq,2,6,18,0,0,0,0,2,9
d2g6enfq,2,6,18,0,0,0,0,2,9
d2g7590x,2,5,16,0,0,0,1,1,2
d2g66z1y,6,6,32,0,0,0,0,0,6
d2g6gmkd,1,4,22,0,0,0,0,2,6
d2g6enfq,2,6,18,0,0,0,0,2,9
d2g6dcvq,1,4,20,0,0,0,1,2,15
d2g6e5gf,1,2,22,0,0,0,1,2,6
d2g6e4br,2,3,14,0,0,0,1,2,11
d2g7581c,1,8,19,0,0,0,0,1,3
d2g66v7q,0,0,9,0,0,0,0,0,0
d2g6e1d5,0,4,13,0,0,0,0,1,1
d2g6em09,3,8,21,0,0,0,0,0,1
d2g6dgfy,1,1,9,0,0,0,0,0,7
d2g66wqw,1,3,37,0,0,1,4,7,28
d2g74104,0,2,14,0,0,0,1,1,14
d2g63xg3,0,0,10,0,0,1,0,0,11
d2g6df89,0,2,14,0,1,2,2,4,12
d2g6df63,2,5,18,0,0,1,1,4,15
d2g6dukb,0,2,22,0,0,0,0,1,18
d2g6epwp,0,0,16,0,0,0,0,0,12
d2g6g2m1,0,6,27,0,0,0,1,1,6
d2g61u3y,3,4,22,0,0,0,0,0,4
d2g6dtte,1,3,24,0,0,1,1,1,11
d2g66zuv,0,2,14,0,0,0,0,1,3
d2g691bf,2,3,9,0,0,0,1,1,3
d2g66ysb,0,0,2,0,0,0,0,0,1
d2g667h7,3,3,29,0,0,0,1,4,25
d2g6f3mv,1,4,15,0,0,2,1,4,8
d2g6dfkf,0,0,24,0,0,0,1,1,18
d2g6eq9w,1,2,30,0,0,0,0,0,8
d2g6fe3q,2,2,16,0,0,0,1,5,27
d2g66zuk,0,4,15,0,0,0,0,1,3
d2g66dvr,0,0,21,0,0,0,0,0,18
d2g6g0qp,0,1,15,0,0,0,1,1,3
d2g61mf2,0,2,19,0,0,0,0,3,12
d2g6dgdr,0,2,11,0,0,1,0,0,6
d2g6g4px,1,1,5,0,0,0,0,0,0
d2g752wf,0,1,13,0,0,0,0,0,3
d2g6gq3e,0,0,15,0,0,0,0,0,7
d2g6fvb7,1,4,16,0,0,0,0,0,2
d2g6dgz1,2,2,19,0,0,0,1,4,16
d2g6dgs5,0,2,17,0,0,0,0,3,12
d2g6g3h3,0,0,29,0,0,0,0,1,5
d2g6e411,0,1,15,0,0,0,0,1,5
d2g6dbe8,1,2,19,0,0,0,0,0,3
d2g66s4j,0,2,29,1,1,1,2,8,36
d2g62y70,0,0,14,0,0,0,0,0,1
d2g6g5nc,0,1,9,0,0,0,0,1,14
d2g6dz4z,1,2,8,1,1,1,1,1,7
d2g6162r,2,3,24,0,0,0,2,5,9
d2g6162r,2,3,24,0,0,0,2,5,9
d2g6du6v,0,1,16,0,0,1,0,0,8
d2g6162r,2,3,24,0,0,0,2,5,9
d2g6gmkd,1,4,22,0,0,0,0,2,6
d2g6162r,2,3,24,0,0,0,2,5,9
d2g6162r,2,3,24,0,0,0,2,5,9
d2g6g7dz,1,4,16,0,0,0,0,1,12
d2g62v05,0,3,14,0,0,0,0,0,8
d2g6162r,2,3,24,0,0,0,2,5,9
d2g6gmkd,1,4,22,0,0,0,0,2,6
d2g7590x,2,5,16,0,0,0,1,1,2
d2g6dbwq,1,3,13,0,0,0,0,0,2
d2g6gmcr,1,1,13,0,0,0,0,0,1
d2g6f2sw,0,0,5,0,0,1,0,0,4
d2g6fdfc,1,2,12,0,0,0,1,2,3
d2g66s3v,0,0,29,0,1,1,2,8,33
d2g6g6yt,2,3,14,0,0,0,0,0,6
d2g6g04x,1,7,20,0,0,0,0,0,3
d2g6673b,1,2,20,0,0,1,1,3,14
d2g6e4hb,2,2,10,0,0,0,0,0,1
d2g66vfn,1,3,16,0,0,0,0,0,5
d2g6dfwq,1,3,15,0,0,0,2,5,14
d2g6dz9h,0,1,5,0,0,1,0,1,7
d2g66dvr,0,0,21,0,0,0,0,0,18
d2g64tby,1,8,24,1,1,2,0,5,20
d2g6ep5k,4,7,22,0,0,0,3,6,13
d2g69113,1,3,13,0,0,0,0,0,3
d2g6dbvy,1,3,17,0,0,0,0,0,4
d2g63sbe,0,7,20,0,0,0,0,0,0
d2g6e41k,0,3,15,0,0,0,0,1,4
d2g6emfw,0,5,21,0,0,0,1,1,5
d2g6ghm7,1,2,12,0,0,0,0,0,8
d2g4pyem,2,7,36,0,0,0,1,1,5
d2g6dxy2,0,2,6,0,0,0,0,2,3
d2g6gece,0,0,12,0,0,0,0,0,4
d2g6dfbq,0,1,13,0,1,2,0,0,5
d2g66zsg,0,0,16,0,0,0,0,0,3
d2g719k4,1,5,21,0,0,0,1,3,5
d2g633hu,1,4,19,0,0,0,1,4,40
d2g6e183,0,4,17,0,0,0,0,0,3
d2g6e5hq,0,5,10,0,0,0,0,0,1
d2g66vej,0,2,8,0,0,0,0,0,2
d2g66y62,0,1,16,0,0,0,0,2,5
d2g66yv8,0,0,0,0,0,0,0,0,1
d2g6fg2u,0,2,13,0,0,0,2,8,25
d2g6gh0n,0,1,12,0,0,1,0,0,10
d2g66yub,0,0,4,0,0,0,0,0,2
d2g6dzes,0,1,10,0,0,2,2,2,6
d2g6f96r,1,4,11,0,0,0,1,1,1
d2g66ysf,0,0,1,0,0,0,0,0,2
d2g6gs0g,4,5,17,0,0,0,0,0,5
d2g66smw,1,6,31,0,0,0,0,1,20
d2g6em22,0,5,21,0,0,0,0,1,3
d2g69z6j,0,1,14,0,0,2,1,3,24
d2g6g4c9,0,3,13,0,0,0,0,0,7
d2g61304,2,4,24,0,0,0,3,3,6
d2g6df84,2,3,12,0,1,2,1,3,10
d2g6en5s,0,0,25,0,0,0,0,0,5
d2g6ghe6,0,0,19,0,0,0,0,0,7
d2g6e1uw,2,2,10,0,0,0,0,0,1
d2g6gmkd,1,4,22,0,0,0,0,2,6
d2g6dv1s,1,3,17,0,0,1,0,0,5
d2g3ctuc,0,4,10,0,0,0,0,0,2
d2g3bxem,0,2,27,0,0,0,0,0,4
d2g6ddk3,2,4,14,0,1,3,0,4,10
d2g69xux,1,2,19,0,0,1,0,1,20
d2g6fkq8,1,3,13,0,0,1,2,2,15
d2g6e5km,0,1,17,0,0,0,0,0,6
d2g6g147,0,0,11,0,0,0,0,0,0
d2g6g7vw,0,2,19,0,0,0,0,2,9
d2g6g6sx,0,4,24,0,0,0,2,3,9
d2g7560r,0,0,12,0,0,0,0,0,8
d2g66znb,0,0,0,0,0,0,0,0,0
d2g6ehb4,0,5,27,0,0,0,0,1,10
d2g6g69u,0,1,18,0,0,0,0,1,8
d2g71bfs,0,1,12,0,0,0,0,1,7
d2g6dcr3,0,0,18,0,0,0,0,0,5
d2g6erkh,0,6,29,0,0,0,2,5,11
d2g662w6,0,2,23,1,1,2,3,6,25
d2g6dyt3,1,2,9,0,0,0,0,2,7
d2g6f37k,2,2,13,0,0,1,0,0,4
d2g61qss,1,8,16,0,0,0,1,2,17
d2g6fyhy,1,3,14,0,0,1,0,0,8
d2g6dfjs,0,2,22,0,0,0,0,0,18
d2g6dwyk,0,2,9,0,0,0,0,1,2
d2g6dysy,0,2,13,0,0,1,0,1,9
d2g6g488,0,4,14,0,0,0,0,1,3
d2g6g7tf,0,0,19,0,0,0,0,2,4
d2g6e4bv,0,2,15,0,0,0,0,1,9
d2g6cebu,2,6,13,0,0,0,0,1,7
d2g6g0ud,0,2,14,0,0,0,0,0,3
d2g6e18s,0,4,15,0,0,0,0,0,3
d2g6g7gp,4,4,15,0,0,0,0,3,12
d2g6enhx,0,0,23,0,0,0,0,0,6
d2g6ejvx,1,3,17,0,0,0,0,0,3
d2g6g7s7,0,1,20,0,0,0,0,1,11
d2g6e5g9,0,2,23,0,0,0,1,3,6
d2g63pzf,0,0,7,0,0,0,0,0,0
d2g68qkn,0,1,9,0,0,0,0,0,3
d2g69y59,2,5,29,0,0,0,0,0,15
d2g6c5qq,1,4,16,0,0,0,1,1,8
d2g6duf7,0,1,13,0,0,1,0,1,6
d2g66ymx,0,0,1,0,0,0,0,0,0
d2g6g3nr,5,5,23,0,0,0,0,0,1
d2g6eph2,1,5,18,0,0,0,0,3,13
d2g6g6fu,3,4,18,0,0,0,1,3,13
d2g6dy7d,0,0,8,0,0,1,0,0,8
d2g68cvt,0,1,7,0,0,0,1,3,5
d2g6gk2d,0,3,14,0,0,0,1,5,15
d2g66z5n,0,4,20,0,0,0,0,1,4
d2g66ytz,0,0,0,0,0,0,0,0,1
d2g74c13,0,3,19,0,0,0,0,0,9
d2g6e00s,0,0,3,0,0,0,0,0,0
d2g6erk5,1,6,31,0,0,0,3,5,11
d2g66jxb,0,1,9,0,0,1,0,1,3
d2g6g07j,3,9,18,0,0,0,0,1,3
d2g6ejd6,0,4,24,0,0,0,0,0,5
d2g6ephs,0,3,18,0,0,0,0,4,14
d2g6czpc,0,2,12,0,0,1,0,0,4
d2g6d4m1,0,0,17,0,0,0,0,0,5
d2g6er3s,0,3,20,0,0,0,0,0,6
d2g68qbf,3,6,10,0,0,0,0,0,0
d2g74b0x,0,2,16,0,0,0,0,1,11
d2g6g4sv,0,2,8,0,0,0,0,0,6
d2g6dzu2,0,1,12,0,0,2,0,1,4
d2g6ej5j,0,3,30,0,0,0,0,0,3
d2g6duy4,3,7,25,0,0,0,2,3,13
d2g66wur,0,5,31,0,0,2,0,4,24
d2g64w81,0,4,32,0,0,2,0,3,22
d2g750qd,0,2,12,0,0,0,3,3,7
d2g668fk,0,3,28,0,0,1,0,3,15
d2g6e5sk,0,2,25,0,0,0,0,1,6
d2g6e126,0,6,14,0,0,0,0,0,3
d2g64nyb,1,3,11,0,0,1,0,2,15
d2g7483d,0,2,11,0,0,0,0,0,6
d2g64nzh,0,3,17,0,0,1,0,0,13
d2g6fg5r,0,3,19,0,0,1,0,4,24
d2g6gk4x,1,4,15,0,0,0,1,3,11
d2g6fs1x,2,2,20,0,0,0,0,2,25
d2g6fk4b,0,0,4,0,0,2,0,0,0
d2g606vx,1,3,18,0,0,0,0,0,1
d2g6dfxq,2,4,11,0,0,0,3,3,12
d2g66zw6,0,0,7,0,0,0,0,0,2
d2g6fm7c,1,1,11,0,0,1,0,0,0
d2g6164k,0,3,19,0,0,0,0,0,6
d2g6e5kc,0,3,11,0,0,0,0,0,2
d2g66np2,0,0,9,0,0,2,0,0,1
d2g6dg62,0,2,17,0,0,1,0,0,6
d2g6er44,0,3,29,0,0,0,0,0,8
d2g66zcq,1,6,35,0,0,0,2,3,9
d2g69trg,1,5,19,0,0,0,0,2,18
d2g6dbz5,4,4,15,0,0,0,0,0,3
d2g68eug,2,2,20,0,0,0,0,2,12
d2g63tzq,0,3,13,0,0,1,0,0,3
d2g6dbk0,0,3,21,0,0,0,1,1,4
d2g66wqg,1,5,36,0,0,0,6,8,28
d2g6fkg8,0,1,5,0,1,1,0,0,0
d2g66zu1,1,5,20,0,0,0,0,0,4
d2g6dfv1,1,4,19,0,0,0,2,6,14
d2g6g0hp,5,8,19,0,0,0,0,2,3
d2g6e5eu,1,2,25,0,0,0,0,1,6
d2g6g5m9,1,2,9,0,0,0,5,6,12
d2g6968c,0,5,16,0,0,0,0,0,10
d2g6fz7k,0,1,16,0,0,0,0,0,7
d2g66zu3,0,4,17,0,0,0,0,0,3
d2g6fgrt,0,1,18,0,0,1,0,0,14
d2g66yg8,0,0,10,0,0,0,0,0,3
d2g6e5kk,0,2,13,0,0,0,0,0,6
d2g6dftu,1,2,17,0,0,0,3,5,14
d2g6dfdh,0,0,20,0,0,1,0,1,13
d2g6gtb9,1,6,33,0,0,0,0,1,12
d2g6gkdc,2,4,19,0,0,0,0,1,13
d2g66eh7,2,5,25,0,0,1,2,4,24
d2g6dcr1,0,0,19,0,0,0,0,1,5
d2g6gd3j,0,0,2,0,0,0,0,0,0
d2g6entr,1,3,19,0,0,0,0,2,14
d2g6gkdk,0,4,19,0,0,0,0,1,13
d2g6dcye,0,2,17,0,0,0,0,2,8
d2g6dft3,0,2,22,0,0,0,0,5,16
d2g6fz16,0,7,19,0,0,0,0,1,8
d2g6ghbd,0,2,16,0,0,2,0,1,9
d2g6e1fk,2,5,14,0,0,0,1,1,1
d2g6f3kc,0,2,12,0,0,2,0,1,6
d2g66v6z,0,1,9,0,0,0,0,0,1
d2g6g2g8,0,1,24,0,0,0,1,1,6
d2g6e5tv,2,2,18,0,0,0,0,1,4
d2g6dcye,0,2,17,0,0,0,0,2,8
d2g6e43p,0,0,14,0,0,0,0,0,6
d2g6e5eu,1,2,25,0,0,0,0,1,6
d2g66ygf,0,0,12,0,0,0,0,0,3
d2g6dyph,0,1,13,0,0,0,0,0,7
d2g66zjp,0,0,11,0,0,0,0,0,1
d2g62gk0,0,3,17,0,1,1,2,2,7
d2g6fxv5,0,2,13,0,0,0,2,8,15
d2g66suf,1,6,36,0,0,1,0,5,26
d2g753n2,0,0,8,0,0,0,0,0,1
d2g6ghbd,0,2,16,0,0,2,0,1,9
d2g6g7td,0,0,20,0,0,0,1,1,6
d2g6en5r,0,2,23,0,0,0,0,0,6
d2g6e1gk,0,3,13,0,0,0,0,1,1
d2g6grzd,0,2,23,0,0,0,1,2,5
d2g6f6zm,0,5,17,0,0,0,0,3,13
d2g6epyw,0,0,15,0,0,0,0,0,9
d2g753q6,0,0,8,0,0,0,0,0,2
d2g6162r,2,3,24,0,0,0,2,5,9
d2g6dued,0,1,20,0,0,1,0,1,11
d2g6dcwf,0,0,20,0,0,0,2,2,5
d2g6gp47,0,3,21,0,0,1,0,1,18
d2g66yes,0,0,11,0,0,0,0,0,3
d2g6e1de,1,1,14,0,0,0,0,0,1
d2g751kg,0,0,5,0,0,0,0,0,5
d2g6dgem,0,1,13,0,0,0,0,0,6
d2g6dbuw,1,4,20,0,0,0,0,0,8
d2g6dyx9,0,0,17,0,0,0,0,3,9
d2g752q4,1,3,14,0,0,0,0,0,7
d2g6dzkb,0,4,14,0,0,1,0,1,9
d2g6dzmr,1,4,12,0,0,1,0,0,7
d2g69w5f,2,9,25,0,0,0,0,3,8
d2g66z32,0,9,37,0,0,0,0,1,9
d2g6envj,2,2,19,0,0,0,0,1,14
d2g6dfk3,0,0,26,0,0,0,1,1,17
d2g752vr,0,0,4,0,0,0,0,0,0
d2g6e084,0,2,10,0,0,0,0,0,0
d2g6dft6,0,2,21,0,0,0,0,4,16
d2g6dggg,0,1,13,0,0,0,0,2,11
d2g66zzb,0,0,0,0,0,0,0,0,0
d2g6g65f,0,4,30,0,0,0,0,0,7
d2g60ztw,1,5,24,0,0,0,0,3,12
d2g6emyt,0,0,0,0,0,0,0,0,1
d2g6fsnj,0,1,14,0,0,0,0,1,8
d2g6d702,0,2,18,0,0,0,1,5,13
d2g66qyv,0,5,20,0,0,0,0,1,18
d2g68cqy,0,1,11,0,0,0,1,1,6
d2g6enm6,0,0,20,0,0,0,0,0,5
d2g64w0s,5,8,27,0,2,2,2,4,26
d2g6f3h7,0,0,8,0,0,2,0,0,6
d2g6g2ks,0,2,27,0,0,0,1,1,6
d2g6e585,2,3,18,0,0,0,0,1,14
d2g60bwp,1,3,17,0,0,0,0,0,0
d2g6f3mg,1,4,16,0,0,2,0,2,9
d2g6dvt9,0,1,20,0,0,0,0,1,7
d2g6cwk0,0,1,15,0,0,0,0,1,2
d2g66s6s,2,4,31,0,1,1,2,6,35
d2g66e5h,1,10,31,0,0,1,3,8,30
d2g6dtqy,4,7,22,0,0,1,0,1,7
d2g60pgq,3,13,37,0,0,0,1,1,3
d2g61tb5,0,2,6,0,0,0,0,2,11
d2g66tde,0,3,26,0,0,2,0,3,25
d2g6enqv,0,4,14,0,0,0,0,0,4
d2g6dgrd,0,3,19,0,0,0,0,4,16
d2g6dc9e,0,2,21,0,0,1,1,6,16
d2g6e4bz,0,3,14,0,0,0,0,2,9
d2g63tpc,0,0,5,0,0,0,0,1,3
d2g62rm2,2,3,16,0,0,0,0,0,0
d2g66wrz,4,10,29,0,0,0,1,2,24
d2g6g0ud,0,2,14,0,0,0,0,0,3
d2g6dfn6,1,1,15,0,0,0,0,0,12
d2g62q3q,0,3,16,0,0,0,0,1,3
d2g63n0g,2,3,18,0,0,0,0,0,3
d2g6dckj,2,3,19,0,0,0,1,1,12
d2g6g5xk,0,0,9,0,0,0,0,3,16
d2g6ej02,2,4,28,0,0,0,0,1,9
d2g6dcwk,0,1,18,0,0,0,2,2,6
d2g6en3r,0,2,21,0,0,0,1,2,8
d2g6duf8,0,0,14,0,0,1,0,0,6
d2g68cv2,0,0,8,0,0,0,0,4,5
d2g6dbdu,0,3,21,0,0,0,0,1,7
d2g6g3qm,2,8,23,0,0,0,0,0,1
d2g6d5jx,3,8,30,0,0,0,0,0,6
d2g6gqce,1,3,14,0,0,0,0,0,20
d2g6g4ev,2,2,6,0,0,0,0,0,3
d2g6eq3j,0,4,29,0,0,0,0,0,5
d2g6e4bd,0,2,14,0,0,0,0,2,10
d2g6g3wy,0,3,22,0,0,0,0,0,3
d2g6fqxt,0,0,6,0,0,0,0,0,0
d2g6fkuf,0,1,10,0,1,1,0,0,2
d2g6db11,1,6,35,0,0,0,1,3,13
d2g6erss,0,3,28,0,0,0,0,2,12
d2g6dzux,0,0,14,0,0,1,0,1,6
d2g6ffx7,0,3,13,0,0,1,0,1,2
d2g62ucv,0,4,23,0,0,0,0,2,10
d2g6dvxh,0,0,21,0,0,0,0,0,7
d2g718cf,1,6,31,0,0,0,0,0,3
d2g6g3x3,0,0,17,0,0,0,0,0,1
d2g6dg63,0,2,17,0,0,1,0,0,7
d2g6dygj,0,0,10,0,0,2,0,2,10
d2g6g2gr,2,3,21,0,0,0,0,1,6
d2g66wtk,0,8,35,0,0,2,3,10,30
d2g66eu2,2,5,30,0,0,1,2,6,34
d2g74fhz,0,0,0,0,0,0,0,2,17
d2g69xuu,1,3,24,0,0,1,1,1,22
d2g62usg,0,3,22,0,0,0,1,2,7
d2g6g2kf,0,6,27,0,0,0,1,1,6
d2g751pd,0,0,5,0,0,0,0,0,0
d2g6g248,1,3,12,0,0,0,0,2,7
d2g6er56,2,8,26,0,0,0,0,3,10
d2g6g7b4,0,0,14,0,0,0,0,1,21
d2g60sfb,2,3,13,0,0,1,0,1,6
d2g6gecm,0,2,12,0,0,0,0,0,5
d2g6er7t,0,3,30,0,0,0,1,5,11
d2g69u5c,0,2,20,0,0,0,1,1,15
d2g61p18,0,0,24,0,0,0,0,7,23
d2g6de73,1,2,9,0,1,3,0,1,5
d2g6dg7e,1,3,15,0,0,0,0,1,11
d2g6g2ry,1,4,18,0,0,0,0,0,3
d2g6g0um,1,2,11,0,0,0,0,0,3
d2g6e1bj,0,0,19,0,0,0,0,0,7
d2g66zst,0,1,18,0,0,0,0,0,3
d2g6e54z,1,1,16,0,0,0,0,0,5
d2g6ghqh,0,1,11,0,0,0,0,1,12
d2g6dg7e,1,3,15,0,0,0,0,1,11
d2g6e568,0,1,17,0,0,0,0,0,5
d2g6db13,1,5,34,0,0,0,1,3,11
d2g66ejx,0,0,22,0,0,0,0,3,20
d2g6e5tt,2,2,17,0,0,0,0,1,5
d2g6dg93,0,1,10,0,0,1,0,0,4
d2g62wkb,0,4,17,0,0,0,0,0,1
d2g6e4e8,0,1,14,0,0,0,0,0,1
d2g74yp4,0,0,0,0,0,0,0,0,0
d2g6dw9x,0,2,10,0,0,1,2,2,4
d2g6duq1,0,5,19,0,0,0,1,6,17
d2g6f30c,0,4,15,0,0,0,0,0,0
d2g4ru2b,2,4,22,0,0,0,1,2,11
d2g66586,0,2,17,0,1,2,0,2,9
d2g66ny7,0,4,10,0,0,0,0,0,0
d2g6erb9,0,1,13,0,0,0,0,0,6
d2g6dugh,0,3,18,0,0,1,0,0,9
d2g66eud,2,4,32,0,0,1,1,6,30
d2g6dwvu,0,2,8,0,0,0,0,2,4
d2g61u8b,2,5,18,0,0,0,1,1,5
d2g62w25,2,6,25,0,0,0,0,0,0
d2g6dxmm,2,2,10,0,0,0,0,0,4
d2g62y8b,1,3,13,0,0,0,0,0,2
d2g752wf,0,1,13,0,0,0,0,0,3
